,complaint_id,date_received,district_occurrence,general_cap_classification,summary,incident_date,complainant_sex,complainant_race,complainant_age,officer_id,po_race,po_sex,po_assigned_unit,allegations_investigated,investigative_findings,disciplinary_findings
7940,19-0527,2019-10-15,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-9-19 at 1:45 PM, they were falsely detained and had their property improperly confiscated by an officer assigned to the 39th District along with other unknown officers.",10-9-19,male,black,31.0,37000848.0,black,male,7401 NARC FIELD UNIT,Departmental Violation,No Sustained Findings,Not Applicable
7946,19-0528,2019-10-16,200, LACK OF SERVICE,"According to the complainant, on 8-18-19 at 8:00 AM, they did not receive proper service from a detective assigned to the Northeast Detective Division.",8-18-19,female,black,39.0,18892804.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
7947,19-0529,2019-10-17,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 8-4-19 at 5:00 PM, an off-duty detective abused their authority and violated departmental policies within the confines of the 19th District.",8-4-19,male,black,,16933977.0,black,male,6702 SPECIAL VICTIMS UNI,Departmental Violation,No Sustained Findings,Not Applicable
7948,19-0530,2019-10-17,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19, unknown officers failed to follow and violated departmental policies while in the confines of the 12th District.",10-6-19,male,white,26.0,71554567.0,white,male,7800 AVIATION UNIT,Investigation OnGoing,Pending,Pending
7949,19-0531,2019-10-17,1200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-6-19, they were treated unprofessionally by a detective and unknown officers failed to follow departmental policies while in the confines of the 12th District.",10-6-19,male,white,22.0,67980577.0,white,male,6002 MAJOR CRIMES UNIT,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
7950,19-0532,2019-10-23,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-9-19 at 3:00 PM, officers failed to follow departmental policies while in the confines of the 35th District.",10-9-19,male,black,31.0,,unreported,unreported,,Referred to Other Agency/C.A.P. Investigation,No Sustained Findings,Not Applicable
7951,19-0533,2019-10-21,1400, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-13-19 at 9:00 PM, they were verbally abused, harassed and improperly ticketed by an officer assigned to the 35th District.",10-13-19,male,black,45.0,13173734.0,latino,male,3500 35TH DISTRICT,Investigation OnGoing,Pending,Pending
7953,19-0534,2019-10-21,2500, PHYSICAL ABUSE,"According to the complainant, on 10-14-19 at 2:50 PM, they were physically abused by a sergeant from the 25th District and unknown officers of the 24th District.",10-14-19,male,black,20.0,22282258.0,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
7955,19-0535,2019-10-17,3500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-12-19 at 12:07 AM, they were improperly stopped and harassed by officers while in the confines of the 35th District.",10-12-19,male,black,32.0,50953828.0,white,male,3500 35TH DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
7959,19-0536,2019-10-21,1500, HARASSMENT,"According to the complainant, on 7-5-19 at 11:30 PM, they were verbally abused and harassed by an off-duty officer assigned to the 35th District, while in the confines of the 15th District.",7-5-19,male,latino,45.0,84902955.0,black,female,3500 35TH DISTRICT,Investigation OnGoing,Pending,Pending
7960,19-0537,2019-10-22,1400, LACK OF SERVICE,"According to the complainant, on 9-8-19 at 2:15 AM, they did not receive proper service from officers while in the confines of the 14th District.",9-8-19,female,white,41.0,72965280.0,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
7961,19-0538,2019-10-21,1800, LACK OF SERVICE,"According to the complainant, on 10-15-19 at 11:22 PM, they did not receive proper service from an officer while in the confines of the 18th District.",10-15-19,female,black,30.0,,unreported,unreported,,Lack of Service,No Sustained Findings,Not Applicable
7962,19-0539,2019-10-21,1200, UNPROFESSIONAL CONDUCT,"According to the complainant, on 9-9-19 and 9-11-19 they did not receive proper service and were treated unprofessionally by officers assigned to the 12th District.",9-9-19,female,unreported,,73698789.0,white,male,1200 12TH DISTRICT,Investigation OnGoing,Pending,Pending
7964,19-0540,2019-10-21,3500, VERBAL ABUSE,"According to the complainant, on 9-21-19 at 10:45 PM, they were treated unprofessionally and verbally abused by officers while in the confines of the 35th District.",9-21-19,female,unreported,,13173734.0,latino,male,3500 35TH DISTRICT,Investigation OnGoing,Pending,Pending
7966,19-0541,2019-10-23,1900, PHYSICAL ABUSE,"According to the complainant, on 11-4-17, they were physically abused and did not receive proper service from officers assigned to the 19th District.",11-4-17,male,black,65.0,65224382.0,black,male,1900 19TH DISTRICT,Investigation OnGoing,Pending,Pending
7968,19-0542,2019-10-22,3500, CRIMINAL ALLEGATION,"According to the complainant, on 9-12-19 at 10:30 PM, their property was not returned to them by unknown officers within the confines of the 35th District.",9-12-19,female,black,60.0,41700937.0,white,male,3500 35TH DISTRICT,Investigation OnGoing,Pending,Pending
7970,19-0543,2019-10-22,2400, CIVIL RIGHTS COMPLAINT,"According to the complainant, on 10-20-19 at 10:30 PM, they were racially discriminated against and improperly stopped by officers assigned to the 24th District.",10-20-19,male,multi ethnic,31.0,59868032.0,white,male,2400 24TH DISTRICT,Civil Rights Complaint,No Sustained Findings,Not Applicable
7978,19-0544,2019-10-22,1500, LACK OF SERVICE,"According to the complainant, on an unlisted date and time, a detective, assigned to Northeast Detective Division, violated departmental policies while in the confines of the 15th District.",Unclear,male,white,49.0,41980745.0,white,male,6400 NORTHEAST DET,Lack of Service,No Sustained Findings,Not Applicable
7979,19-0545,2019-10-22,1400, CRIMINAL ALLEGATION,"According to the complainant, on an unlisted date and time, they are missing property by an officer while in the confines of the 14th District.",Unclear,unreported,unreported,,,unreported,unreported,,Investigation OnGoing,Pending,Pending
7980,19-0547,2019-10-24,2400, LACK OF SERVICE,"According to the complainant, on 9-20-19, they did not receive proper service from officers while in the confines of the 24th District.",9-20-19,female,unreported,,39659540.0,white,male,2400 24TH DISTRICT,Investigation OnGoing,Pending,Pending
7981,19-0548,2019-10-25,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-18-19, they were falsely arrested and verbally abused by officers assigned to the 22nd District.",10-18-19,female,black,45.0,13206006.0,other,male,2200 22ND DISTRICT,Departmental Violation,Sustained Finding,Pending
7992,19-0549,2019-10-30,1400, NON-INVESTIGATORY INCIDENT,"According to the complainant, sometime in June of 2016, they were sexually assaulted by a detective assigned to the Homicide Unit located in the confines of the 6th District.",Unclear,female,black,44.0,84430887.0,white,male,6003 HOMICIDE UNIT,No C.A.P. Investigation,Not Applicable,Not Applicable
7993,19-0550,2019-10-25,800, HARASSMENT,"According to the complainant, on 10-15-19 at 7:30 PM, they were harassed and intimidated by an off duty officer assigned to the 15th District.",10-15-19,female,white,42.0,13381959.0,latino,female,1500 15TH DISTRICT,Harassment,No Sustained Findings,Not Applicable
7994,19-0551,2019-10-24,900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-22-19 at 9:45 PM, they were verbally abused and harassed by an officer while in the confines of the 9th District.",10-22-19,female,unreported,,44749643.0,white,male,4500 CENTER CITY DISTRIC,Departmental Violation,Sustained Finding,Guilty Finding
7997,19-0552,2019-10-24,600, LACK OF SERVICE,"According to the complainant, on 10-13-19 at 4:45 AM, an officer assigned to the Accident Investigation Division failed to properly investigate an incident while in the confines of the 6th District.",10-13-19,male,black,,95374986.0,black,male,5400 AID,Unprofessional Conduct,No Sustained Findings,Not Applicable
8003,19-0553,2019-10-29,2200, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-19-19 at 6:52 PM, departmental policies were violated and they were verbally abused by an officer assigned to the Highway Patrol Unit.",10-19-19,male,black,23.0,77090818.0,black,male,5300 HIGHWAY PATROL,Investigation OnGoing,Pending,Pending
8004,19-0554,2019-10-28,600, DEPARTMENTAL VIOLATIONS,"According to the complainant, sometime in the winter of 2018, officers violated departmental policies while in the confines of the 22nd District.",Unclear,male,black,29.0,48095666.0,black,male,6003 HOMICIDE UNIT,Departmental Violation,No Sustained Findings,Not Applicable
8017,19-0555,2019-10-29,1500, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-21-19 at 9:30 PM, they were falsely arrested by officers assigned to the 15th District.",10-21-19,male,latino,34.0,21255380.0,white,male,0200 02ND DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
8019,19-0556,2019-10-28,2400, HARASSMENT,"According to the complainant, 10-24-19 at 3:30 PM, they were harassed by officers assigned to the 24th District.",10-24-19,male,black,37.0,,unreported,unreported,,Investigation OnGoing,Pending,Pending
8020,20-0086,2020-02-27,3500, PHYSICAL ABUSE,"According to the complainant, on 2-4-20, they were physically abused by an officer while in the confines of the 35th District.",2-4-20,female,black,,,unreported,unreported,,Investigation OnGoing,Pending,Pending
8021,19-0557,2019-10-28,600, VERBAL ABUSE,"According to the complainant, in August 2019 at 3:00 PM they were verbally abused by an officer within the confines of the 6th District.",Unclear,female,latino,60.0,10606881.0,black,male,9815 EXTERNAL SERVICES,Verbal Abuse,Sustained Finding,Pending
8023,19-0558,2019-10-29,1400, UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-12-19, unknown officers violated departmental policies while in the confines of the 14th District.",10-12-19,female,black,39.0,23622762.0,white,male,1400 14TH DISTRICT,Investigation OnGoing,Pending,Pending
8024,19-0559,2019-10-29,3900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 9-26-19 at 4:00 AM, unknown officers violated departmental policies and damaged their vehicle while in the confines of the 39th District.",9-26-19,unreported,unreported,29.0,59853097.0,white,male,9807 SUMMER INITIATIVE,Departmental Violation,No Sustained Findings,Not Applicable
8036,19-0560,2019-10-30,3500, PHYSICAL ABUSE,"According to the complainant, on 9-12-19 at 9:30 PM, officers improperly entered their property and physically abused them while in the confines of the 35th District.",9-12-19,male,white,43.0,59959012.0,white,male,3500 35TH DISTRICT,Departmental Violation,Sustained Finding,Training/Counseling
8041,19-0561,2019-10-30,1600, LACK OF SERVICE,"According to the complainant, on 10-27-19 at 1:27 PM, they were treated unprofessionally and did not receive proper service from officers assigned to the 16th District.",10-27-19,female,black,36.0,90817720.0,black,female,1600 16TH DISTRICT,Investigation OnGoing,Pending,Pending
8043,19-0562,2019-10-30,300, CRIMINAL ALLEGATION,"According to the complainant, on 10-27-19 at 10:18 AM, they were harassed by an off-duty officer and did not receive proper service from 3rd District officers.",10-27-19,male,white,65.0,54817926.0,white,male,0100 01ST DISTRICT,Investigation OnGoing,Pending,Pending
8044,19-0563,2019-10-30,800, PHYSICAL ABUSE,"According to the complainant, on 9-3-19 at 11:40 PM, they were physically abused and falsely arrested by officers assigned to the 8th District.",9-3-19,male,latino,41.0,87730905.0,white,male,0800 08TH DISTRICT,Investigation OnGoing,Pending,Pending
8047,19-0564,2019-10-31,1400, CRIMINAL ALLEGATION,"According to the complainant, on 10-3-19 at 6:20 AM, they are missing property and departmental policies were violated by detectives assigned to Northwest Detective Division while in the confines of the 14th District.",10-3-19,female,black,39.0,91161043.0,white,male,6600 NORTHWEST DETECTIVE,Investigation OnGoing,Pending,Pending
8049,19-0565,2019-10-31,1900, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 09-27-19 at 9:52 PM, they are missing property by an officer while in the confines of the 19th District.",09-27-19,female,black,,31795389.0,black,male,1900 19TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
8051,19-0566,2019-10-31,2600, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-23-19 at 6:00 PM, unknown officers violated departmental policy within the confines of the 26th District.",10-23-19,male,unreported,,57955552.0,white,male,2600 26TH DISTRICT,Departmental Violation,No Sustained Findings,Not Applicable
8052,19-0567,2019-11-01,200, PHYSICAL ABUSE,"According to the complainant, on 10-24-19 at 6:00 PM, they were physically abused and had their property damaged by officers assigned to the 2nd District.",10-24-19,male,unreported,,95972711.0,white,male,0200 02ND DISTRICT,Unprofessional Conduct,No Sustained Findings,Not Applicable
8056,19-0568,2019-10-30,1800, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-23-19 at 7:01 PM, they were improperly cited and stopped by officers assigned to the 18th District.",10-23-19,female,unreported,,85132295.0,white,male,1800 18TH DISTRICT,Investigation OnGoing,Pending,Pending
8057,19-0569,2019-10-30,300, DEPARTMENTAL VIOLATIONS,"According to the complainant, on 10-26-19, departmental policies were violated by an officer assigned to the 3rd District.",10-26-19,unreported,unreported,,64844323.0,black,male,0300 03RD DISTRICT,Investigation OnGoing,Pending,Pending
8058,19-0570,2019-10-31,2200, LACK OF SERVICE,"According to the complainant, on 10-28-19 at 1:00 PM, they did not receive proper service from an officer while in the confines of the 22nd District.",10-28-19,female,white,40.0,28261567.0,black,male,5200 TRAFFIC DISTRICT,Lack of Service,No Sustained Findings,Not Applicable
8059,19-0571,2019-11-01,2600, UNPROFESSIONAL CONDUCT,"According to the complainant, on 10-29-19 at 6:50 PM, they were treated unprofessionally by officers while in the confines of the 26th District.",10-29-19,male,white,45.0,29431611.0,white,male,2600 26TH DISTRICT,Investigation OnGoing,Pending,Pending
